campaignid,sample,latitude,longitude,date,time.bottom,site,location,visibility,image,fov.Limited,fov.Open,mean.relief,sd.relief,broad.Consolidated,broad.Macroalgae,broad.Seagrasses,broad.Sponges,broad.Stony corals,broad.Unconsolidated,broad.Unknown,Total.Sum
2021-04_FRDC_BOSS,C1253,-29.151695,114.816645,18/04/2021,7:48:20,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1213,-29.156655,114.809025,18/04/2021,7:56:30,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1221,-29.14994667,114.7972417,18/04/2021,8:06:01,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1237,-29.15695833,114.7839133,18/04/2021,8:15:00,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1249,-29.13977333,114.7811067,18/04/2021,8:27:13,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1230,-29.13458167,114.792,18/04/2021,8:37:25,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1218,-29.12854667,114.7870067,18/04/2021,8:45:37,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1206,-29.11286667,114.7886933,18/04/2021,8:56:12,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1246,-29.11039,114.7927883,18/04/2021,9:03:36,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1202,-29.10701167,114.78446,18/04/2021,9:12:18,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1254,-29.09700833,114.7965717,18/04/2021,9:22:28,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1226,-29.10206167,114.8354033,18/04/2021,9:37:56,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1248,-29.09320333,114.8403167,18/04/2021,9:47:11,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1208,-29.09451667,114.853135,18/04/2021,9:56:49,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1236,-29.101975,114.8586,18/04/2021,10:05:47,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1256,-29.10514833,114.8556067,18/04/2021,10:12:56,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1244,-29.10609667,114.8530833,18/04/2021,10:19:41,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1216,-29.10776,114.86048,18/04/2021,10:27:25,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1224,-29.11486,114.8574217,18/04/2021,10:35:22,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1240,-29.11441833,114.867985,18/04/2021,10:44:33,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1212,-29.11909167,114.8699933,18/04/2021,10:59:23,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1252,-29.13441333,114.8632617,18/04/2021,11:10:05,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1259,-29.14902,114.8799017,18/04/2021,11:22:17,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1232,-29.154165,114.8827067,18/04/2021,11:31:02,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1204,-29.160355,114.883915,18/04/2021,11:40:59,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1223,-29.16587833,114.8647167,18/04/2021,12:01:52,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1247,-29.17750833,114.8739183,18/04/2021,12:12:03,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1207,-29.17399667,114.8827317,18/04/2021,12:21:32,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1258,-29.190235,114.8886667,18/04/2021,12:34:08,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1231,-29.19689667,114.8876133,18/04/2021,12:42:14,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1243,-29.19903667,114.8591017,18/04/2021,12:56:38,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1255,-29.19342167,114.84844,18/04/2021,13:05:41,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1227,-29.18812333,114.8577683,18/04/2021,13:16:43,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1215,-29.18316167,114.8467567,18/04/2021,13:25:45,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1239,-29.17797833,114.8552933,18/04/2021,13:34:06,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1211,-29.15836333,114.8495217,18/04/2021,13:46:00,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1251,-29.15972667,114.841835,18/04/2021,13:54:29,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1219,-29.15200833,114.843735,18/04/2021,14:02:27,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C1225,-29.137095,114.82305,18/04/2021,14:14:58,Dongara,NA,Very Poor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04_FRDC_BOSS,C122,-28.66825833,113.7495417,21/04/2021,7:09:42,Easter Island,Abrolhos,Moderate,Bottom,0,100,1.277777778,1.419761695,0,11,0,0,0,59,6,76
2021-04_FRDC_BOSS,C151,-28.63497667,113.7302167,21/04/2021,7:30:05,Easter Island,Abrolhos,Good,Bottom,0,100,0.975,0.158113883,0,10,0,0,0,50,2,62
2021-04_FRDC_BOSS,C153,-28.62485833,113.7138383,21/04/2021,7:42:39,Easter Island,Abrolhos,Moderate,Bottom,0,100,0.860465116,0.467077813,0,6,0,0,0,50,4,60
2021-04_FRDC_BOSS,C164,-28.62114833,113.7123717,21/04/2021,7:51:20,Easter Island,Abrolhos,Good,Bottom,0,100,0.815789474,0.392859452,0,1,0,0,0,61,0,62
2021-04_FRDC_BOSS,C137,-28.62417833,113.6943533,21/04/2021,8:04:04,Easter Island,Abrolhos,Good,Bottom,0,100,0.973684211,0.162221421,0,14,0,0,0,44,0,58
2021-04_FRDC_BOSS,C109,-28.643595,113.68535,21/04/2021,8:19:37,Easter Island,Abrolhos,Good,Bottom,1.25,98.75,2.452830189,0.889382624,0,57,0,0,0,15,3,75
2021-04_FRDC_BOSS,C102,-28.65240333,113.67594,21/04/2021,8:31:01,Easter Island,Abrolhos,Moderate,Bottom,0,100,2.977272727,0.150755672,3,47,0,0,0,0,0,50
2021-04_FRDC_BOSS,C145,-28.64113167,113.6631733,21/04/2021,8:43:15,Easter Island,Abrolhos,Moderate,Bottom,2.5,97.5,3,0,0,62,0,1,0,0,2,65
2021-04_FRDC_BOSS,C161,-28.64647833,113.6469267,21/04/2021,8:55:34,Easter Island,Abrolhos,Good,Bottom,0,100,1,0,8,44,0,0,0,10,6,68
2021-04_FRDC_BOSS,C113,-28.66803167,113.6529917,21/04/2021,9:15:20,Easter Island,Abrolhos,Good,Bottom,0,100,3,0,0,64,0,0,0,0,0,64
2021-04_FRDC_BOSS,C129,-28.66275,113.6637783,21/04/2021,9:29:36,Easter Island,Abrolhos,Good,Bottom,0,100,0,0,0,0,0,0,0,63,0,63
2021-04_FRDC_BOSS,C125,-28.67442667,113.6678383,21/04/2021,9:51:46,Easter Island,Abrolhos,Good,Bottom,0,100,0,0,0,0,0,0,0,65,0,65
2021-04_FRDC_BOSS,C141,-28.67732,113.67327,21/04/2021,10:01:28,Easter Island,Abrolhos,Moderate,Bottom,0,100,3,0,0,65,0,0,0,0,3,68
2021-04_FRDC_BOSS,C157,-28.69342333,113.6816533,21/04/2021,10:15:36,Easter Island,Abrolhos,Moderate,Bottom,0,100,3,0,0,67,0,0,0,0,0,67
2021-04_FRDC_BOSS,C111,-28.70678,113.66787,21/04/2021,10:28:25,Easter Island,Abrolhos,Moderate,Bottom,0,100,2.428571429,0.828078671,0,58,0,0,0,14,0,72
2021-04_FRDC_BOSS,C139,-28.70555333,113.6907367,21/04/2021,10:41:05,Easter Island,Abrolhos,Moderate,Bottom,0,100,2.815384615,0.808012757,0,56,0,0,0,21,3,80
2021-04_FRDC_BOSS,C155,-28.70271833,113.699075,21/04/2021,10:49:55,Easter Island,Abrolhos,Moderate,Bottom,0,100,3,0,0,61,3,0,0,0,0,64
2021-04_FRDC_BOSS,C107,-28.69966,113.7006667,21/04/2021,10:57:24,Easter Island,Abrolhos,Good,Bottom,0,100,3,0,0,72,0,0,0,0,1,73
2021-04_FRDC_BOSS,C148,-28.70466667,113.720065,21/04/2021,11:08:58,Easter Island,Abrolhos,Moderate,Bottom,0,100,3,0,0,54,0,0,0,0,0,54
2021-04_FRDC_BOSS,C132,-28.70259,113.7237883,21/04/2021,11:16:56,Easter Island,Abrolhos,Moderate,Bottom,3.75,96.25,3,0,0,43,0,0,0,0,19,62
2021-04_FRDC_BOSS,C116,-28.703925,113.728585,21/04/2021,11:24:50,Easter Island,Abrolhos,Moderate,Bottom,0,100,2.538461538,0.505035374,0,0,49,0,0,4,10,63
2021-04_FRDC_BOSS,C144,-28.70461167,113.7483533,21/04/2021,11:40:23,Easter Island,Abrolhos,Moderate,Bottom,0,100,2.675,0.474341649,0,57,0,0,0,4,2,63
2021-04_FRDC_BOSS,C147,-28.71005167,113.7559867,21/04/2021,11:50:38,Easter Island,Abrolhos,Moderate,Bottom,0,100,0.5,0.506369684,0,1,0,0,0,61,0,62
2021-04_FRDC_BOSS,C112,-28.71192833,113.7578167,21/04/2021,11:57:05,Easter Island,Abrolhos,Moderate,Bottom,0,100,0.525,0.505736325,0,1,0,0,0,58,2,61
2021-04_FRDC_BOSS,C115,-28.71144167,113.7702833,21/04/2021,12:06:29,Easter Island,Abrolhos,Moderate,Bottom,0,100,0,0,0,0,0,0,0,64,0,64
2021-04_FRDC_BOSS,C131,-28.706035,113.771805,21/04/2021,12:15:18,Easter Island,Abrolhos,Moderate,Bottom,0,100,1.9,0.744208408,0,42,2,0,0,13,4,61
2021-04_FRDC_BOSS,C136,-28.70408167,113.769245,21/04/2021,12:29:32,Easter Island,Abrolhos,Moderate,Bottom,0,100,0.875,0.334932064,0,8,0,0,0,52,0,60
2021-04_FRDC_BOSS,C156,-28.69938333,113.75273,21/04/2021,12:51:42,Easter Island,Abrolhos,Moderate,Bottom,0,100,1,0,0,0,0,0,0,70,6,76
2021-04_FRDC_BOSS,C160,-28.69750333,113.7420267,21/04/2021,13:01:50,Easter Island,Abrolhos,Good,Bottom,0,100,0.083333333,0.279310194,0,1,0,0,0,61,0,62
2021-04_FRDC_BOSS,C128,-28.69641667,113.7460133,21/04/2021,13:09:47,Easter Island,Abrolhos,Good,Bottom,0,100,0.025,0.158113883,0,0,0,0,0,64,0,64
2021-04_FRDC_BOSS,C150,-28.68822,113.7509317,21/04/2021,13:22:15,Easter Island,Abrolhos,Moderate,Bottom,0,100,1.962962963,1.670645147,0,29,0,0,0,46,0,75
2021-04_FRDC_BOSS,C110,-28.69096667,113.7529017,21/04/2021,13:31:37,Easter Island,Abrolhos,Moderate,Bottom,0,100,3,0,0,80,0,0,0,0,0,80
2021-04_FRDC_BOSS,C106,-28.685385,113.7424983,21/04/2021,13:43:11,Easter Island,Abrolhos,Moderate,Bottom,3.797468354,96.20253165,2.593220339,0.646439694,1,53,0,0,0,8,7,69
2021-04_FRDC_BOSS,C138,-28.68309667,113.7237233,21/04/2021,13:55:44,Easter Island,Abrolhos,Moderate,Bottom,0,100,1.463414634,0.71054771,0,21,0,0,0,44,2,67
2021-04_FRDC_BOSS,C134,-28.67432167,113.7173283,21/04/2021,14:06:27,Easter Island,Abrolhos,Moderate,Bottom,1.25,98.75,3.372881356,0.785609912,0,58,0,0,0,0,12,70
2021-04_FRDC_BOSS,C105,-28.68613,113.708885,21/04/2021,14:16:25,Easter Island,Abrolhos,Moderate,Bottom,1.25,98.75,2.857142857,0.353553391,0,65,0,0,0,0,1,66
2021-04_FRDC_BOSS,C149,-28.68302,113.699475,21/04/2021,14:24:50,Easter Island,Abrolhos,Moderate,Bottom,0,100,3,0,0,62,0,0,0,0,3,65
2021-04_FRDC_BOSS,C101,-28.67043333,113.6892767,21/04/2021,14:34:43,Easter Island,Abrolhos,Moderate,Bottom,0,100,2.446808511,0.973753621,0,55,0,0,0,0,0,55
2021-04_FRDC_BOSS,C117,-28.66088667,113.6977167,21/04/2021,14:44:29,Easter Island,Abrolhos,Good,Bottom,0,100,0,0,0,0,0,0,0,71,0,71
2021-04_FRDC_BOSS,C133,-28.66535,113.714095,21/04/2021,14:56:06,Easter Island,Abrolhos,Good,Bottom,0,100,3.028985507,0.168994822,0,77,0,0,0,0,2,79
2021-04_FRDC_BOSS,C121,-28.65376167,113.7142717,21/04/2021,15:06:52,Easter Island,Abrolhos,Good,Bottom,2.5,97.5,1,0,0,58,0,3,0,0,5,66
2021-04_FRDC_BOSS,C135,-28.65653833,113.7221433,21/04/2021,15:15:50,Easter Island,Abrolhos,Good,Bottom,0,100,1.688888889,1.489695244,0,37,0,0,0,30,0,67
2021-04_FRDC_BOSS,C154,-28.67905667,113.7626733,21/04/2021,15:36:30,Easter Island,Abrolhos,Good,Bottom,0,100,3.609756098,1.137498325,7,0,0,0,39,14,3,63
2021-04_FRDC_BOSS,C142,-28.68607667,113.7647367,21/04/2021,15:49:23,Easter Island,Abrolhos,Moderate,Bottom,0,100,3.106382979,0.311660528,7,45,0,0,0,0,12,64
2021-04_FRDC_BOSS,C162,-28.69155167,113.7649717,21/04/2021,15:59:01,Easter Island,Abrolhos,Moderate,Bottom,0,100,0.957446809,0.204029709,1,13,0,0,0,41,2,57
2021-04_FRDC_BOSS,C146,-28.692405,113.762905,21/04/2021,16:09:13,Easter Island,Abrolhos,Good,Bottom,0,100,1.023809524,0.517408893,2,0,0,1,0,56,6,65
2021-04_FRDC_BOSS,C130,-28.69304333,113.7639267,21/04/2021,16:16:55,Easter Island,Abrolhos,Moderate,Bottom,0,100,1.9,0.900142439,5,31,0,0,0,11,13,60
2021-04_FRDC_BOSS,C127,-28.69511667,113.7700783,21/04/2021,16:30:50,Easter Island,Abrolhos,Moderate,Bottom,0,100,0.95,0.220721428,4,0,0,0,0,58,9,71
2021-04_FRDC_BOSS,C108,-28.69677333,113.76865,21/04/2021,16:38:40,Easter Island,Abrolhos,Moderate,Bottom,0,100,1.632653061,1.333758436,3,0,0,0,16,30,21,70
2021-04_FRDC_BOSS,C143,-28.69702833,113.771,21/04/2021,16:46:33,Easter Island,Abrolhos,Moderate,Bottom,0,100,1,0,0,0,0,0,0,62,1,63
2021-04_FRDC_BOSS,C256,-28.437105,113.6883667,22/04/2021,6:58:37,Wallabi Island,Abrolhos,Good,Top,0,100,0.62,0.725342987,0,8,0,0,0,67,5,80
2021-04_FRDC_BOSS,C240,-28.43905667,113.6938917,22/04/2021,7:06:47,Wallabi Island,Abrolhos,Good,Top,0,100,0.02,0.141421356,0,1,0,0,0,79,0,80
2021-04_FRDC_BOSS,C213,-28.43375,113.7017133,22/04/2021,7:15:07,Wallabi Island,Abrolhos,Good,Top,0,100,0,0,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C238,-28.42691333,113.7050483,22/04/2021,7:23:09,Wallabi Island,Abrolhos,Moderate,Top,0,100,3,0,0,74,0,0,0,0,0,74
2021-04_FRDC_BOSS,C220,-28.42461667,113.7124183,22/04/2021,7:31:07,Wallabi Island,Abrolhos,Moderate,Top,0,100,2.018518519,0.879338103,0,36,12,0,0,14,13,75
2021-04_FRDC_BOSS,C203,-28.4169,113.7048133,22/04/2021,7:41:32,Wallabi Island,Abrolhos,Good,Top,0,100,0.033333333,0.181020335,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C205,-28.41365667,113.7076133,22/04/2021,7:50:02,Wallabi Island,Abrolhos,Good,Top,0,100,0,0,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C232,-28.40560667,113.7136467,22/04/2021,7:59:34,Wallabi Island,Abrolhos,Good,Top,0,100,0.142857143,0.352453688,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C245,-28.39655333,113.7047433,22/04/2021,8:11:27,Wallabi Island,Abrolhos,Good,Top,0,100,0.071428571,0.259398891,0,1,0,0,0,79,0,80
2021-04_FRDC_BOSS,C214,-28.409755,113.700605,22/04/2021,8:22:31,Wallabi Island,Abrolhos,Good,Top,0,100,2.736842105,0.720275636,0,70,0,0,0,2,2,74
2021-04_FRDC_BOSS,C207,-28.41184667,113.6931283,22/04/2021,8:31:08,Wallabi Island,Abrolhos,Good,Top,0,100,0,0,0,1,0,0,0,79,0,80
2021-04_FRDC_BOSS,C241,-28.41564333,113.6763917,22/04/2021,8:42:18,Wallabi Island,Abrolhos,Good,Top,0,100,0,0,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C237,-28.39623833,113.6821617,22/04/2021,8:55:42,Wallabi Island,Abrolhos,Good,Top,0,100,1.05,0.746176696,0,12,0,0,0,68,0,80
2021-04_FRDC_BOSS,C258,-28.39555,113.656925,22/04/2021,9:07:42,Wallabi Island,Abrolhos,Good,Top,0,100,1.13559322,0.681216638,0,31,0,0,0,49,0,80
2021-04_FRDC_BOSS,C242,-28.39432667,113.650655,22/04/2021,9:21:54,Wallabi Island,Abrolhos,Good,Top,0,100,0.766666667,0.426521868,0,5,0,0,0,75,0,80
2021-04_FRDC_BOSS,C212,-28.381585,113.6429883,22/04/2021,9:32:32,Wallabi Island,Abrolhos,Good,Top,0,100,0.818181818,0.840874965,0,4,0,0,0,76,0,80
2021-04_FRDC_BOSS,C254,-28.39018333,113.6352433,22/04/2021,9:43:24,Wallabi Island,Abrolhos,Good,Top,0,100,2.555555556,0.924849129,0,52,0,0,0,22,1,75
2021-04_FRDC_BOSS,C243,-28.4169,113.6069017,22/04/2021,9:59:40,Wallabi Island,Abrolhos,Moderate,Top,0,100,3,0,0,69,0,0,0,0,6,75
2021-04_FRDC_BOSS,C259,-28.42822,113.60407,22/04/2021,10:08:57,Wallabi Island,Abrolhos,Good,Top,0,100,2.672413793,0.632120659,0,48,17,0,0,5,3,73
2021-04_FRDC_BOSS,C236,-28.44607,113.6343383,22/04/2021,10:24:24,Wallabi Island,Abrolhos,Moderate,Top,0,100,2.6,0.596284794,0,0,44,0,0,15,17,76
2021-04_FRDC_BOSS,C215,-28.42085167,113.6317733,22/04/2021,10:37:27,Wallabi Island,Abrolhos,Moderate,Top,0,100,1.9,1.446210712,0,47,0,0,0,33,0,80
2021-04_FRDC_BOSS,C226,-28.424115,113.6495917,22/04/2021,10:49:47,Wallabi Island,Abrolhos,Moderate,Top,0,100,3,0,0,52,4,0,0,0,24,80
2021-04_FRDC_BOSS,C211,-28.41806667,113.65175,22/04/2021,10:59:01,Wallabi Island,Abrolhos,Moderate,Top,0,100,1.484848485,1.383889994,0,13,0,0,0,63,4,80
2021-04_FRDC_BOSS,C257,-28.41997,113.67311,22/04/2021,11:17:30,Wallabi Island,Abrolhos,Good,Top,0,100,0.016666667,0.129099445,0,0,0,0,0,80,0,80
2021-04_FRDC_BOSS,C210,-28.422925,113.67652,22/04/2021,11:25:22,Wallabi Island,Abrolhos,Good,Top,0,100,0,0,0,1,0,0,0,79,0,80
2021-04_FRDC_BOSS,C253,-28.40858333,113.6816883,22/04/2021,11:37:43,Wallabi Island,Abrolhos,Moderate,Top,0,100,1.033333333,1.007878569,0,21,0,0,0,60,0,81
