"","campaignid","sample","latitude","longitude","ID","aspect","depth","ew_vel","gravel","mud","ns_vel","sand","slope","surface","v_vel"
"1","2020-06_south-west_stereo-BRUVs","01",-34.128599,114.930865,1,72.4075775146484,-40,-0.121122501790524,19.4471206665039,0,0.352082490921021,80.5528793334961,1.11367845535278,76511.953125,1.27720397813391e-06
"2","2020-06_south-west_stereo-BRUVs","02",-34.125316,114.928838,2,29.3577537536621,-41,-0.121122501790524,24.1538200378418,0,0.352082490921021,75.8461837768555,0.950678646564484,76506.578125,1.27720397813391e-06
"3","2020-06_south-west_stereo-BRUVs","03",-34.126906,114.925945,3,34.6951522827148,-39,-0.121122501790524,24.1538200378418,0,0.352082490921021,75.8461837768555,0.409440934658051,76493.7109375,1.27720397813391e-06
"4","2020-06_south-west_stereo-BRUVs","04",-34.122634,114.920337,4,55.3048477172852,-43,-0.121122501790524,24.1538200378418,0,0.352082490921021,75.8461837768555,0.409440934658051,76494.2109375,1.27720397813391e-06
"5","2020-06_south-west_stereo-BRUVs","05",-34.131497,114.915753,5,293.198577880859,-43,-0.121122501790524,14.9110803604126,0,0.352082490921021,85.0889129638672,0.591627657413483,76496.203125,1.27720397813391e-06
"6","2020-06_south-west_stereo-BRUVs","06",-34.132842,114.912405,6,45,-43,-0.131454363465309,14.9110803604126,0,0.291657686233521,85.0889129638672,0.036622129380703,76490.703125,4.38574352301657e-06
"7","2020-06_south-west_stereo-BRUVs","07",-34.134771,114.910241,7,45,-43,-0.131454363465309,14.9110803604126,0,0.291657686233521,85.0889129638672,0.036622129380703,76490.703125,4.38574352301657e-06
"8","2020-06_south-west_stereo-BRUVs","08",-34.129352,114.911755,8,218.659805297852,-42,-0.121122501790524,14.9110803604126,0,0.352082490921021,85.0889129638672,0.331623822450638,76493.0859375,1.27720397813391e-06
"9","2020-06_south-west_stereo-BRUVs","09",-34.119541,114.916105,9,56.3099327087402,-44,-0.121122501790524,26.5323600769043,0,0.352082490921021,73.467643737793,0.186736315488815,76491.9609375,1.27720397813391e-06
"10","2020-06_south-west_stereo-BRUVs","10",-34.117294,114.918685,10,135,-44,-0.121122501790524,24.1538200378418,0,0.352082490921021,75.8461837768555,0.036622129380703,76490.9609375,1.27720397813391e-06
"11","2020-06_south-west_stereo-BRUVs","11",-34.117752,114.92306,11,180,-44,-0.121122501790524,24.1538200378418,0,0.352082490921021,75.8461837768555,0.0517915040254593,76490.828125,1.27720397813391e-06
"12","2020-06_south-west_stereo-BRUVs","12",-34.132262,114.928545,12,129.559661865234,-36,-0.121122501790524,24.3665904998779,0.15213580429554,0.352082490921021,75.4812774658203,0.772497951984406,76500.328125,1.27720397813391e-06
"13","2020-06_south-west_stereo-BRUVs","13",-34.128506,114.930547,13,72.4075775146484,-40,-0.121122501790524,19.4471206665039,0,0.352082490921021,80.5528793334961,1.11367845535278,76511.953125,1.27720397813391e-06
"14","2020-06_south-west_stereo-BRUVs","14",-34.128381,114.925457,14,12.7243556976318,-33,-0.121122501790524,24.3665904998779,0.15213580429554,0.352082490921021,75.4812774658203,0.822923541069031,76505.078125,1.27720397813391e-06
"15","2020-06_south-west_stereo-BRUVs","15",-34.125012,114.91032,15,274.398712158203,-40,-0.121122501790524,26.5323600769043,0,0.352082490921021,73.467643737793,0.337635487318039,76493.5859375,1.27720397813391e-06
"16","2020-06_south-west_stereo-BRUVs","16",-34.126181,114.906548,16,284.036254882812,-43,-0.194728195667267,26.5323600769043,0,0.0461677685379982,73.467643737793,0.2135409116745,76492.453125,1.10210203274619e-05
"17","2020-06_south-west_stereo-BRUVs","17",-34.132142,114.92083,17,296.565063476562,-37,-0.121122501790524,24.3665904998779,0.15213580429554,0.352082490921021,75.4812774658203,0.463227331638336,76495.578125,1.27720397813391e-06
"18","2020-06_south-west_stereo-BRUVs","18",-34.128679,114.924078,18,344.744873046875,-36,-0.121122501790524,24.3665904998779,0.15213580429554,0.352082490921021,75.4812774658203,0.590493261814117,76502.5859375,1.27720397813391e-06
"19","2020-06_south-west_stereo-BRUVs","20",-34.130219,114.820233,19,251.565048217773,-50,-0.194728195667267,23.5088806152344,0,0.0461677685379982,76.4911193847656,0.163778722286224,76491.3359375,1.10210203274619e-05
"20","2020-06_south-west_stereo-BRUVs","21",-34.128151,114.817448,20,291.801422119141,-51,-0.194728195667267,23.1466407775879,0,0.0461677685379982,76.8533630371094,0.278903663158417,76491.7109375,1.10210203274619e-05
"21","2020-06_south-west_stereo-BRUVs","22",-34.126271,114.819552,21,284.036254882812,-50,-0.194728195667267,22.5274391174316,0,0.0461677685379982,77.4725570678711,0.2135409116745,76491.3359375,1.10210203274619e-05
"22","2020-06_south-west_stereo-BRUVs","23",-34.124217,114.817017,22,270,-51,-0.194728195667267,24.6849403381348,0,0.0461677685379982,75.3150634765625,0.207165166735649,76491.0859375,1.10210203274619e-05
"23","2020-06_south-west_stereo-BRUVs","24",-34.118739,114.826402,23,225,-48,-0.194728195667267,22.5274391174316,0,0.0461677685379982,77.4725570678711,0.0732442289590836,76490.828125,1.10210203274619e-05
"24","2020-06_south-west_stereo-BRUVs","25",-34.116829,114.828432,24,243.434951782227,-47,-0.194728195667267,22.5274391174316,0,0.0461677685379982,77.4725570678711,0.115809202194214,76490.9609375,1.10210203274619e-05
"25","2020-06_south-west_stereo-BRUVs","26",-34.120881,114.828907,25,296.565063476562,-48,-0.194728195667267,22.5274391174316,0,0.0461677685379982,77.4725570678711,0.115809202194214,76490.9609375,1.10210203274619e-05
"26","2020-06_south-west_stereo-BRUVs","27",-34.121824,114.832898,26,288.434936523438,-47,-0.194728195667267,19.0941104888916,0,0.0461677685379982,80.905891418457,0.163778722286224,76491.0859375,1.10210203274619e-05
"27","2020-06_south-west_stereo-BRUVs","28",-34.112916,114.852137,27,243.434951782227,-44,-0.194728195667267,16.647029876709,0,0.0461677685379982,83.3529663085938,0.115809202194214,76490.9609375,1.10210203274619e-05
"28","2020-06_south-west_stereo-BRUVs","29",-34.111084,114.855648,28,198.434951782227,-43,-0.194728195667267,15.7406997680664,0,0.0461677685379982,84.2593002319336,0.0818895250558853,76490.828125,1.10210203274619e-05
"29","2020-06_south-west_stereo-BRUVs","30",-34.112094,114.85946,29,225,-43,-0.194728195667267,15.7406997680664,0,0.0461677685379982,84.2593002319336,0.109866268932819,76490.9609375,1.10210203274619e-05
"30","2020-06_south-west_stereo-BRUVs","31",-34.116007,114.860738,30,315,-43,-0.194728195667267,17.3017807006836,0,0.0461677685379982,82.6982269287109,0.036622129380703,76490.9609375,1.10210203274619e-05
"31","2020-06_south-west_stereo-BRUVs","32",-34.130076,114.86109,31,-1,-43,-0.194728195667267,12.8591203689575,0,0.0461677685379982,87.1408767700195,0,76490.578125,1.10210203274619e-05
"32","2020-06_south-west_stereo-BRUVs","33",-34.133067,114.8627,32,-1,-43,-0.152073994278908,12.8591203689575,0,0.148046806454659,87.1408767700195,0,76490.578125,1.354863979941e-05
"33","2020-06_south-west_stereo-BRUVs","34",-34.131334,114.866053,33,270,-43,-0.194728195667267,12.8591203689575,0,0.0461677685379982,87.1408767700195,0.103582926094532,76490.828125,1.10210203274619e-05
"34","2020-06_south-west_stereo-BRUVs","35",-34.134801,114.869348,34,270,-43,-0.152073994278908,18.0727500915527,0,0.148046806454659,81.9272537231445,0.103582926094532,76490.828125,1.354863979941e-05
"35","2020-06_south-west_stereo-BRUVs","36",-34.130484,114.878263,35,315,-41,-0.194728195667267,18.0727500915527,0,0.0461677685379982,81.9272537231445,0.036622129380703,76490.703125,1.10210203274619e-05
"36","2020-06_south-west_stereo-BRUVs","37",-34.126354,114.878937,36,296.565063476562,-42,-0.194728195667267,15.7777099609375,0,0.0461677685379982,84.2222900390625,0.115809202194214,76490.9609375,1.10210203274619e-05
"37","2020-06_south-west_stereo-BRUVs","38",-34.127912,114.883938,37,-1,-41,-0.194728195667267,17.2758502960205,0,0.0461677685379982,82.7241516113281,0,76490.578125,1.10210203274619e-05
"38","2020-06_south-west_stereo-BRUVs","39",-34.132294,114.884797,38,-1,-41,-0.194728195667267,17.2758502960205,0,0.0461677685379982,82.7241516113281,0,76490.578125,1.10210203274619e-05
"39","2020-06_south-west_stereo-BRUVs","40",-34.133669,114.880443,39,-1,-41,-0.152073994278908,17.2758502960205,0,0.148046806454659,82.7241516113281,0,76490.578125,1.354863979941e-05
"40","2020-10_south-west_stereo-BRUVs","FH10",-33.98618897,114.8863721,40,-1,-42,-0.163164898753166,16.6025791168213,0,0.261637091636658,83.3974227905273,0,76490.578125,6.29002579444204e-06
"41","2020-10_south-west_stereo-BRUVs","FH102",-33.68868897,114.9288721,41,0,-44,-0.12754525244236,15.1016302108765,3.33105802536011,0.207842782139778,81.5673065185547,0.103582926094532,76490.828125,1.43072543323797e-06
"42","2020-10_south-west_stereo-BRUVs","FH106",-33.78868897,114.8163721,42,26.5650520324707,-45,-0.156320199370384,23.5176601409912,0.36505338549614,0.25046768784523,76.1172866821289,0.115809202194214,76491.328125,-9.96249241325131e-07
"43","2020-10_south-west_stereo-BRUVs","FH108",-33.76118897,114.9238721,43,198.434951782227,-44,-0.07252586632967,13.3833599090576,5.30607509613037,0.256728887557983,81.3105697631836,0.0818895250558853,76490.828125,-2.79822097581928e-06
"44","2020-10_south-west_stereo-BRUVs","FH109",-33.91618897,114.9088721,44,63.4349479675293,-44,-0.0770272389054298,14.3438997268677,2.93378901481628,0.286819696426392,82.7223129272461,0.115809202194214,76490.9609375,-1.32312300138437e-06
"45","2020-10_south-west_stereo-BRUVs","FH11",-33.89868897,114.9388721,45,299.744873046875,-37,-0.0770272389054298,22.1823101043701,0,0.286819696426392,77.8177032470703,0.417549192905426,76494.7109375,-1.32312300138437e-06
"46","2020-10_south-west_stereo-BRUVs","FH110",-33.80868897,114.8213721,46,270,-45,-0.156320199370384,24.5973300933838,1.12494194507599,0.25046768784523,74.2777328491211,0.15537416934967,76491.0859375,-9.96249241325131e-07
"47","2020-10_south-west_stereo-BRUVs","FH111",-33.98618897,114.8788721,47,116.565048217773,-42,-0.163164898753166,17.5274696350098,0,0.261637091636658,82.472526550293,0.115809202194214,76490.9609375,6.29002579444204e-06
"48","2020-10_south-west_stereo-BRUVs","FH113",-33.72368897,114.7963721,48,-1,-45,-0.218215793371201,18.3794002532959,0.0990166589617729,0.108634501695633,81.5215835571289,0,76490.578125,5.02305601912667e-06
"49","2020-10_south-west_stereo-BRUVs","FH12",-33.91868897,114.8963721,49,63.4349479675293,-43,-0.158835902810097,13.901439666748,1.78722703456879,0.272429496049881,84.3113327026367,0.115809202194214,76490.9609375,-1.19138996979018e-06
"50","2020-10_south-west_stereo-BRUVs","FH14",-33.76618897,114.8713721,50,90,-44,-0.156320199370384,13.7614603042603,4.03447008132935,0.25046768784523,82.2040710449219,0.103582926094532,76490.828125,-9.96249241325131e-07
"51","2020-10_south-west_stereo-BRUVs","FH15",-33.68868897,114.8063721,51,153.434951782227,-45,-0.218215793371201,22.5817699432373,0.0734982863068581,0.108634501695633,77.3447265625,0.115809202194214,76490.9609375,5.02305601912667e-06
"52","2020-10_south-west_stereo-BRUVs","FH16",-33.90118897,114.8563721,52,-1,-43,-0.158835902810097,17.32253074646,0,0.272429496049881,82.6774673461914,0,76490.578125,-1.19138996979018e-06
"53","2020-10_south-west_stereo-BRUVs","FH17",-33.83368897,114.8763721,53,-1,-43,-0.156320199370384,15.8446702957153,1.4186190366745,0.25046768784523,82.7367095947266,0,76490.578125,-9.96249241325131e-07
"54","2020-10_south-west_stereo-BRUVs","FH18",-33.79118897,114.8213721,54,236.309936523438,-45,-0.156320199370384,25.5397396087646,0.502878487110138,0.25046768784523,73.9573822021484,0.186736315488815,76491.828125,-9.96249241325131e-07
"55","2020-10_south-west_stereo-BRUVs","FH2",-33.91868897,114.8913721,55,45,-43,-0.158835902810097,15.7286901473999,0,0.272429496049881,84.2713088989258,0.036622129380703,76490.703125,-1.19138996979018e-06
"56","2020-10_south-west_stereo-BRUVs","FH20",-33.78618897,114.8738721,56,71.5650482177734,-44,-0.156320199370384,16.4711093902588,2.45394206047058,0.25046768784523,81.0749435424805,0.0818895250558853,76490.828125,-9.96249241325131e-07
"57","2020-10_south-west_stereo-BRUVs","FH21",-33.79368897,114.8088721,57,251.565048217773,-45,-0.22247339785099,23.5176601409912,0.36505338549614,0.112198002636433,76.1172866821289,0.0818895250558853,76490.9609375,3.60872400051448e-06
"58","2020-10_south-west_stereo-BRUVs","FH23",-33.94618897,114.8288721,58,315,-44,-0.163164898753166,19.2321491241455,0.724503219127655,0.261637091636658,80.043342590332,0.0732442289590836,76491.2109375,6.29002579444204e-06
"59","2020-10_south-west_stereo-BRUVs","FH24",-33.66868897,114.8438721,59,161.565048217773,-45,-0.158410504460335,15.9559097290039,0.166851595044136,0.231359198689461,83.8772430419922,0.0818895250558853,76490.828125,2.07758102988009e-06
"60","2020-10_south-west_stereo-BRUVs","FH25",-33.87868897,114.8163721,60,341.565063476562,-45,-0.158835902810097,14.5190095901489,1.93358302116394,0.272429496049881,83.5474090576172,0.0818895250558853,76490.828125,-1.19138996979018e-06
"61","2020-10_south-west_stereo-BRUVs","FH26",-33.81118897,114.8288721,61,315,-44,-0.156320199370384,20.6625595092773,0.408148199319839,0.25046768784523,78.9292907714844,0.036622129380703,76490.703125,-9.96249241325131e-07
"62","2020-10_south-west_stereo-BRUVs","FH27",-33.83618897,114.8713721,62,-1,-43,-0.156320199370384,15.1064300537109,3.26537299156189,0.25046768784523,81.6281967163086,0,76490.578125,-9.96249241325131e-07
"63","2020-10_south-west_stereo-BRUVs","FH28",-33.76368897,114.9338721,63,-1,-44,-0.07252586632967,25.279670715332,5.52173709869385,0.256728887557983,69.1985931396484,0,76490.578125,-2.79822097581928e-06
"64","2020-10_south-west_stereo-BRUVs","FH30",-33.75118897,114.8888721,64,135,-46,-0.156320199370384,14.0410203933716,4.99244689941406,0.25046768784523,80.9665298461914,0.109866268932819,76490.9609375,-9.96249241325131e-07
"65","2020-10_south-west_stereo-BRUVs","FH31",-33.67368897,114.8238721,65,288.434936523438,-44,-0.158410504460335,16.3976497650146,2.76201009750366,0.231359198689461,80.8403472900391,0.0818895250558853,76490.828125,2.07758102988009e-06
"66","2020-10_south-west_stereo-BRUVs","FH32",-33.69618897,114.9463721,66,59.0362434387207,-43,-0.110062822699547,22.2036094665527,4.72241592407227,0.197066351771355,73.0739669799805,0.150996580719948,76491.578125,1.12941108909581e-06
"67","2020-10_south-west_stereo-BRUVs","FH33",-33.70868897,114.8263721,67,225,-44,-0.158410504460335,17.9190807342529,2.34010791778564,0.231359198689461,79.7408065795898,0.036622129380703,76490.9609375,2.07758102988009e-06
"68","2020-10_south-west_stereo-BRUVs","FH34",-33.78618897,114.8838721,68,135,-45,-0.156320199370384,17.5974903106689,0.335378408432007,0.25046768784523,82.0671310424805,0.109866268932819,76490.9609375,-9.96249241325131e-07
"69","2020-10_south-west_stereo-BRUVs","FH35",-33.88368897,114.9313721,69,281.309936523438,-45,-0.0770272389054298,25.9385890960693,2.87195801734924,0.286819696426392,71.189453125,0.132042750716209,76491.2109375,-1.32312300138437e-06
"70","2020-10_south-west_stereo-BRUVs","FH37",-33.71118897,114.8138721,70,-1,-45,-0.158410504460335,11.6688003540039,3.98536801338196,0.231359198689461,84.345832824707,0,76490.578125,2.07758102988009e-06
"71","2020-10_south-west_stereo-BRUVs","FH39",-33.90368897,114.9313721,71,255.963760375977,-45,-0.0770272389054298,22.1823101043701,0,0.286819696426392,77.8177032470703,0.2135409116745,76491.578125,-1.32312300138437e-06
"72","2020-10_south-west_stereo-BRUVs","FH40",-33.92368897,114.8888721,72,270,-43,-0.158835902810097,18.3761901855469,0,0.272429496049881,81.6238098144531,0.103582926094532,76490.828125,-1.19138996979018e-06
"73","2020-10_south-west_stereo-BRUVs","FH41",-33.67118897,114.8388721,73,198.434951782227,-45,-0.158410504460335,14.5685195922852,4.86102199554443,0.231359198689461,80.5704574584961,0.0818895250558853,76490.828125,2.07758102988009e-06
"74","2020-10_south-west_stereo-BRUVs","FH42",-33.88118897,114.8113721,74,-1,-45,-0.158835902810097,14.5190095901489,1.93358302116394,0.272429496049881,83.5474090576172,0,76490.578125,-1.19138996979018e-06
"75","2020-10_south-west_stereo-BRUVs","FH44",-33.77118897,114.8638721,75,90,-43,-0.156320199370384,16.0935497283936,3.03133988380432,0.25046768784523,80.8751068115234,0.103582926094532,76490.828125,-9.96249241325131e-07
"76","2020-10_south-west_stereo-BRUVs","FH45",-33.69368897,114.7988721,76,153.434951782227,-45,-0.218215793371201,15.2813997268677,0,0.108634501695633,84.7186126708984,0.115809202194214,76490.9609375,5.02305601912667e-06
"77","2020-10_south-west_stereo-BRUVs","FH46",-33.76618897,114.9288721,77,251.565048217773,-45,-0.07252586632967,13.3833599090576,5.30607509613037,0.256728887557983,81.3105697631836,0.0818895250558853,76490.828125,-2.79822097581928e-06
"78","2020-10_south-west_stereo-BRUVs","FH47",-33.90618897,114.8488721,78,26.5650520324707,-42,-0.158835902810097,17.5732593536377,0,0.272429496049881,82.4267272949219,0.115809202194214,76490.9609375,-1.19138996979018e-06
"79","2020-10_south-west_stereo-BRUVs","FH48",-33.79618897,114.8138721,79,198.434951782227,-44,-0.156320199370384,23.5176601409912,0.36505338549614,0.25046768784523,76.1172866821289,0.163778722286224,76491.59375,-9.96249241325131e-07
"80","2020-10_south-west_stereo-BRUVs","FH49",-33.92118897,114.9163721,80,63.4349479675293,-45,-0.0770272389054298,14.3438997268677,2.93378901481628,0.286819696426392,82.7223129272461,0.115809202194214,76490.9609375,-1.32312300138437e-06
"81","2020-10_south-west_stereo-BRUVs","FH5",-33.69368897,114.9413721,81,336.801422119141,-44,-0.114983096718788,27.6310405731201,1.9273669719696,0.199741289019585,70.4415969848633,0.19721545279026,76492.0859375,1.21316270451644e-06
"82","2020-10_south-west_stereo-BRUVs","FH50",-33.68118897,114.9313721,82,153.434951782227,-45,-0.124184355139732,13.225830078125,5.13904476165771,0.202906206250191,81.6351165771484,0.115809202194214,76490.9609375,1.33818207359582e-06
"83","2020-10_south-west_stereo-BRUVs","FH51",-33.90618897,114.8538721,83,45,-43,-0.158835902810097,17.5732593536377,0,0.272429496049881,82.4267272949219,0.036622129380703,76490.703125,-1.19138996979018e-06
"84","2020-10_south-west_stereo-BRUVs","FH52",-33.99118897,114.8888721,84,135,-42,-0.163164898753166,17.1811695098877,0,0.261637091636658,82.8188323974609,0.036622129380703,76490.703125,6.29002579444204e-06
"85","2020-10_south-west_stereo-BRUVs","FH54",-33.76618897,114.9388721,85,261.869903564453,-44,-0.07252586632967,25.279670715332,5.52173709869385,0.256728887557983,69.1985931396484,0.183110043406487,76491.453125,-2.79822097581928e-06
"86","2020-10_south-west_stereo-BRUVs","FH55",-33.92368897,114.9088721,86,135,-44,-0.0770272389054298,16.2087497711182,0.143500402569771,0.286819696426392,83.6477508544922,0.109866268932819,76490.9609375,-1.32312300138437e-06
"87","2020-10_south-west_stereo-BRUVs","FH56",-33.83118897,114.8663721,87,-1,-43,-0.156320199370384,15.1787595748901,0,0.25046768784523,84.8212432861328,0,76490.578125,-9.96249241325131e-07
"88","2020-10_south-west_stereo-BRUVs","FH57",-33.78868897,114.8113721,88,341.565063476562,-45,-0.156320199370384,23.5176601409912,0.36505338549614,0.25046768784523,76.1172866821289,0.163778722286224,76491.3359375,-9.96249241325131e-07
"89","2020-10_south-west_stereo-BRUVs","FH58",-33.66368897,114.8413721,89,116.565048217773,-44,-0.158410504460335,17.3894500732422,2.85408401489258,0.231359198689461,79.7564697265625,0.115809202194214,76490.9609375,2.07758102988009e-06
"90","2020-10_south-west_stereo-BRUVs","FH59",-33.66868897,114.8188721,90,315,-45,-0.158410504460335,17.0523204803467,2.10220098495483,0.231359198689461,80.8454818725586,0.036622129380703,76490.703125,2.07758102988009e-06
"91","2020-10_south-west_stereo-BRUVs","FH6",-33.70618897,114.8213721,91,270,-44,-0.158410504460335,15.1328201293945,0.98481297492981,0.231359198689461,83.8823623657227,0.103582926094532,76490.828125,2.07758102988009e-06
"92","2020-10_south-west_stereo-BRUVs","FH60",-33.81618897,114.8213721,92,315,-46,-0.156320199370384,20.6625595092773,0.408148199319839,0.25046768784523,78.9292907714844,0.109866268932819,76490.9609375,-9.96249241325131e-07
"93","2020-10_south-west_stereo-BRUVs","FH61",-33.84118897,114.8638721,93,288.434936523438,-44,-0.158835902810097,16.6881008148193,1.3356169462204,0.272429496049881,81.9762802124023,0.0818895250558853,76490.828125,-1.19138996979018e-06
"94","2020-10_south-west_stereo-BRUVs","FH62",-33.75618897,114.8813721,94,-1,-45,-0.156320199370384,14.0410203933716,4.99244689941406,0.25046768784523,80.9665298461914,0,76490.578125,-9.96249241325131e-07
"95","2020-10_south-west_stereo-BRUVs","FH63",-33.67868897,114.8163721,95,270,-44,-0.158410504460335,10.8502197265625,4.03709983825684,0.231359198689461,85.1126937866211,0.0517915040254593,76490.828125,2.07758102988009e-06
"96","2020-10_south-west_stereo-BRUVs","FH64",-33.70118897,114.9388721,96,278.130096435547,-43,-0.116825610399246,17.2502307891846,4.38845586776733,0.205515399575233,78.3613128662109,0.183110043406487,76491.3359375,1.21218295134895e-06
"97","2020-10_south-west_stereo-BRUVs","FH65",-33.71368897,114.8188721,97,270,-45,-0.158410504460335,17.9190807342529,2.34010791778564,0.231359198689461,79.7408065795898,0.0517915040254593,76490.828125,2.07758102988009e-06
"98","2020-10_south-west_stereo-BRUVs","FH66",-33.90618897,114.9363721,98,263.659820556641,-40,-0.0770272389054298,22.1823101043701,0,0.286819696426392,77.8177032470703,0.703452885150909,76501.703125,-1.32312300138437e-06
"99","2020-10_south-west_stereo-BRUVs","FH67",-33.88868897,114.9238721,99,333.434936523438,-45,-0.0770272389054298,16.4701690673828,0,0.286819696426392,83.5298309326172,0.115809202194214,76491.2109375,-1.32312300138437e-06
"100","2020-10_south-west_stereo-BRUVs","FH68",-33.95118897,114.8288721,100,288.434936523438,-43,-0.163164898753166,25.3905391693115,0.565574526786804,0.261637091636658,74.0438766479492,0.0818895250558853,76491.0859375,6.29002579444204e-06
"101","2020-10_south-west_stereo-BRUVs","FH69",-33.69618897,114.8038721,101,135,-46,-0.218215793371201,13.5973997116089,2.34031796455383,0.108634501695633,84.0622787475586,0.146488219499588,76491.0859375,5.02305601912667e-06
"102","2020-10_south-west_stereo-BRUVs","FH7",-33.78368897,114.8788721,102,135,-44,-0.156320199370384,14.180230140686,3.8780300617218,0.25046768784523,81.9417419433594,0.036622129380703,76490.703125,-9.96249241325131e-07
"103","2020-10_south-west_stereo-BRUVs","FH70",-33.67368897,114.8463721,103,135,-45,-0.158410504460335,15.7911396026611,0.233135595917702,0.231359198689461,83.9757232666016,0.146488219499588,76491.0859375,2.07758102988009e-06
"104","2020-10_south-west_stereo-BRUVs","FH71",-33.88368897,114.8188721,104,-1,-45,-0.158835902810097,23.6943798065186,0.982372224330902,0.272429496049881,75.3232498168945,0,76490.578125,-1.19138996979018e-06
"105","2020-10_south-west_stereo-BRUVs","FH72",-33.88868897,114.9288721,105,315,-44,-0.0770272389054298,16.4701690673828,0,0.286819696426392,83.5298309326172,0.146488219499588,76491.5859375,-1.32312300138437e-06
"106","2020-10_south-west_stereo-BRUVs","FH74",-33.73118897,114.8063721,106,0,-45,-0.218215793371201,12.5836496353149,4.99451398849487,0.108634501695633,82.4218368530273,0.207165166735649,76491.5859375,5.02305601912667e-06
"107","2020-10_south-west_stereo-BRUVs","FH77",-33.99618897,114.8763721,107,45,-41,-0.163164898753166,15.1281204223633,0,0.261637091636658,84.8718795776367,0.109866268932819,76490.9609375,6.29002579444204e-06
"108","2020-10_south-west_stereo-BRUVs","FH78",-33.89118897,114.9163721,108,180,-45,-0.0770272389054298,13.2607097625732,2.26921391487122,0.286819696426392,84.4700698852539,0.103582926094532,76491.0859375,-1.32312300138437e-06
"109","2020-10_south-west_stereo-BRUVs","FH79",-33.88618897,114.8088721,109,341.565063476562,-45,-0.206188902258873,18.4607601165771,1.03137505054474,-0.053836390376091,80.5078735351562,0.0818895250558853,76490.828125,2.67304608314589e-06
"110","2020-10_south-west_stereo-BRUVs","FH8",-33.72368897,114.8013721,110,135,-45,-0.218215793371201,18.3794002532959,0.0990166589617729,0.108634501695633,81.5215835571289,0.036622129380703,76490.703125,5.02305601912667e-06
"111","2020-10_south-west_stereo-BRUVs","FH82",-33.68618897,114.9238721,111,18.4349479675293,-45,-0.132731735706329,15.1016302108765,3.33105802536011,0.211332499980927,81.5673065185547,0.0818895250558853,76490.828125,1.52352765780961e-06
"112","2020-10_south-west_stereo-BRUVs","FH83",-33.91118897,114.8463721,112,-1,-42,-0.158835902810097,17.9595203399658,0,0.272429496049881,82.0404815673828,0,76490.578125,-1.19138996979018e-06
